alert_date,location,category,item_name,current_stock,alert_type,days_until_stockout,resolved,priority
2025-11-17,Community Clinic North,supplies,Blood Pressure Monitor,196,LOW,21.78,False,MEDIUM
2025-11-18,Community Clinic North,supplies,Blood Pressure Monitor,189,LOW,27.0,False,MEDIUM
2025-11-11,Community Clinic North,supplies,First Aid Kit,283,LOW,14.89,False,MEDIUM
2025-11-12,Community Clinic North,supplies,First Aid Kit,276,LOW,39.43,False,MEDIUM
2025-11-13,Community Clinic North,supplies,First Aid Kit,251,LOW,10.04,False,MEDIUM
2025-11-14,Community Clinic North,supplies,First Aid Kit,244,LOW,34.86,False,MEDIUM
2025-11-15,Community Clinic North,supplies,First Aid Kit,241,LOW,80.33,False,MEDIUM
2025-11-16,Community Clinic North,supplies,First Aid Kit,226,LOW,15.07,False,MEDIUM
2025-11-17,Community Clinic North,supplies,First Aid Kit,210,LOW,13.12,False,MEDIUM
2025-11-18,Community Clinic North,supplies,First Aid Kit,196,LOW,14.0,False,MEDIUM
2025-10-31,Community Clinic North,supplies,Disinfectant (L),210,LOW,70.0,False,MEDIUM
2025-11-01,Community Clinic North,supplies,Disinfectant (L),182,LOW,6.5,False,MEDIUM
2025-11-02,Community Clinic North,supplies,Disinfectant (L),160,LOW,7.27,False,MEDIUM
2025-12-26,Community Clinic North,supplies,Disinfectant (L),209,LOW,8.04,False,MEDIUM
2025-12-27,Community Clinic North,supplies,Disinfectant (L),205,LOW,51.25,False,MEDIUM
2025-12-28,Community Clinic North,supplies,Disinfectant (L),200,LOW,40.0,False,MEDIUM
2025-12-29,Community Clinic North,supplies,Disinfectant (L),192,LOW,24.0,False,MEDIUM
2025-12-30,Community Clinic North,supplies,Disinfectant (L),187,LOW,37.4,False,MEDIUM
2025-12-31,Community Clinic North,supplies,Disinfectant (L),183,LOW,45.75,False,MEDIUM
2026-01-01,Community Clinic North,supplies,Disinfectant (L),158,LOW,6.32,False,MEDIUM
2026-01-02,Community Clinic North,supplies,Disinfectant (L),149,LOW,16.56,False,MEDIUM
2025-11-04,Community Clinic South,medicines,Paracetamol 500mg,262,LOW,13.79,False,MEDIUM
2025-11-05,Community Clinic South,medicines,Paracetamol 500mg,234,LOW,8.36,False,MEDIUM
2025-11-06,Community Clinic South,medicines,Paracetamol 500mg,227,LOW,32.43,False,MEDIUM
2025-11-07,Community Clinic South,medicines,Paracetamol 500mg,211,LOW,13.19,False,MEDIUM
2025-11-08,Community Clinic South,medicines,Paracetamol 500mg,193,LOW,10.72,False,MEDIUM
2025-11-09,Community Clinic South,medicines,Paracetamol 500mg,185,LOW,23.12,False,MEDIUM
2025-11-10,Community Clinic South,medicines,Paracetamol 500mg,177,LOW,22.12,False,MEDIUM
2025-12-27,Community Clinic South,medicines,Paracetamol 500mg,247,LOW,14.53,False,MEDIUM
2025-12-28,Community Clinic South,medicines,Paracetamol 500mg,235,LOW,19.58,False,MEDIUM
2025-12-29,Community Clinic South,medicines,Paracetamol 500mg,213,LOW,9.68,False,MEDIUM
2025-12-30,Community Clinic South,medicines,Paracetamol 500mg,192,LOW,9.14,False,MEDIUM
2025-12-31,Community Clinic South,medicines,Paracetamol 500mg,179,LOW,13.77,False,MEDIUM
2025-10-29,Community Clinic South,medicines,Amoxicillin 250mg,215,LOW,8.6,False,MEDIUM
2025-10-30,Community Clinic South,medicines,Amoxicillin 250mg,198,LOW,11.65,False,MEDIUM
2025-10-31,Community Clinic South,medicines,Amoxicillin 250mg,180,LOW,10.0,False,MEDIUM
2025-11-01,Community Clinic South,medicines,Amoxicillin 250mg,162,LOW,9.0,False,MEDIUM
2025-12-11,Community Clinic South,medicines,Amoxicillin 250mg,212,LOW,8.15,False,MEDIUM
2025-12-12,Community Clinic South,medicines,Amoxicillin 250mg,206,LOW,34.33,False,MEDIUM
2025-12-13,Community Clinic South,medicines,Amoxicillin 250mg,187,LOW,9.84,False,MEDIUM
2025-12-14,Community Clinic South,medicines,Amoxicillin 250mg,177,LOW,17.7,False,MEDIUM
2025-12-15,Community Clinic South,medicines,Amoxicillin 250mg,167,LOW,16.7,False,MEDIUM
2025-11-04,Community Clinic South,medicines,Ibuprofen 400mg,341,LOW,11.76,False,MEDIUM
2025-11-05,Community Clinic South,medicines,Ibuprofen 400mg,315,LOW,12.12,False,MEDIUM
2025-11-06,Community Clinic South,medicines,Ibuprofen 400mg,302,LOW,23.23,False,MEDIUM
2025-11-07,Community Clinic South,medicines,Ibuprofen 400mg,274,LOW,9.79,False,MEDIUM
2025-11-08,Community Clinic South,medicines,Ibuprofen 400mg,246,LOW,8.79,False,MEDIUM
2025-10-26,Community Clinic South,medicines,Aspirin 100mg,188,LOW,6.71,False,MEDIUM
2025-10-27,Community Clinic South,medicines,Aspirin 100mg,177,LOW,16.09,False,MEDIUM
2025-10-28,Community Clinic South,medicines,Aspirin 100mg,172,LOW,34.4,False,MEDIUM
2025-10-29,Community Clinic South,medicines,Aspirin 100mg,138,LOW,4.06,False,MEDIUM
2025-11-29,Community Clinic South,medicines,Aspirin 100mg,190,LOW,6.79,False,MEDIUM
2025-11-30,Community Clinic South,medicines,Aspirin 100mg,180,LOW,18.0,False,MEDIUM
2025-12-01,Community Clinic South,medicines,Aspirin 100mg,153,LOW,5.67,False,MEDIUM
2025-12-02,Community Clinic South,medicines,Aspirin 100mg,136,LOW,8.0,False,MEDIUM
2025-10-20,Community Clinic South,medicines,Metformin 500mg,135,LOW,5.62,False,MEDIUM
2025-10-21,Community Clinic South,medicines,Metformin 500mg,123,LOW,10.25,False,MEDIUM
2025-10-22,Community Clinic South,medicines,Metformin 500mg,107,LOW,6.69,False,MEDIUM
2025-11-21,Community Clinic South,medicines,Metformin 500mg,142,LOW,20.29,False,MEDIUM
2025-11-22,Community Clinic South,medicines,Metformin 500mg,126,LOW,7.88,False,MEDIUM
2025-11-23,Community Clinic South,medicines,Metformin 500mg,121,LOW,24.2,False,MEDIUM
2025-11-24,Community Clinic South,medicines,Metformin 500mg,105,LOW,6.56,False,MEDIUM
2025-12-19,Community Clinic South,medicines,Metformin 500mg,140,LOW,6.36,False,MEDIUM
2025-12-20,Community Clinic South,medicines,Metformin 500mg,135,LOW,27.0,False,MEDIUM
2025-12-21,Community Clinic South,medicines,Metformin 500mg,118,LOW,6.94,False,MEDIUM
2025-12-22,Community Clinic South,medicines,Metformin 500mg,106,LOW,8.83,False,MEDIUM
2025-10-23,Community Clinic South,medicines,Omeprazole 20mg,188,LOW,6.96,False,MEDIUM
2025-10-24,Community Clinic South,medicines,Omeprazole 20mg,163,LOW,6.52,False,MEDIUM
2025-10-25,Community Clinic South,medicines,Omeprazole 20mg,153,LOW,15.3,False,MEDIUM
2025-10-26,Community Clinic South,medicines,Omeprazole 20mg,141,LOW,11.75,False,MEDIUM
2025-12-02,Community Clinic South,medicines,Omeprazole 20mg,184,LOW,9.2,False,MEDIUM
2025-12-03,Community Clinic South,medicines,Omeprazole 20mg,165,LOW,8.68,False,MEDIUM
2025-12-04,Community Clinic South,medicines,Omeprazole 20mg,147,LOW,8.17,False,MEDIUM
2025-10-22,Community Clinic South,medicines,Ciprofloxacin 500mg,223,LOW,11.15,False,MEDIUM
2025-10-23,Community Clinic South,medicines,Ciprofloxacin 500mg,206,LOW,12.12,False,MEDIUM
2025-10-24,Community Clinic South,medicines,Ciprofloxacin 500mg,172,LOW,5.06,False,MEDIUM
2025-10-25,Community Clinic South,medicines,Ciprofloxacin 500mg,155,LOW,9.12,False,MEDIUM
2025-12-01,Community Clinic South,medicines,Ciprofloxacin 500mg,226,LOW,11.3,False,MEDIUM
2025-12-02,Community Clinic South,medicines,Ciprofloxacin 500mg,197,LOW,6.79,False,MEDIUM
2025-12-03,Community Clinic South,medicines,Ciprofloxacin 500mg,180,LOW,10.59,False,MEDIUM
2025-12-04,Community Clinic South,medicines,Ciprofloxacin 500mg,162,LOW,9.0,False,MEDIUM
2025-10-30,Community Clinic South,medicines,Azithromycin 500mg,232,LOW,21.09,False,MEDIUM
2025-10-31,Community Clinic South,medicines,Azithromycin 500mg,217,LOW,14.47,False,MEDIUM
2025-11-01,Community Clinic South,medicines,Azithromycin 500mg,206,LOW,18.73,False,MEDIUM
2025-11-02,Community Clinic South,medicines,Azithromycin 500mg,201,LOW,40.2,False,MEDIUM
2025-11-03,Community Clinic South,medicines,Azithromycin 500mg,185,LOW,11.56,False,MEDIUM
2025-12-21,Community Clinic South,medicines,Azithromycin 500mg,219,LOW,9.95,False,MEDIUM
2025-12-22,Community Clinic South,medicines,Azithromycin 500mg,211,LOW,26.38,False,MEDIUM
2025-12-23,Community Clinic South,medicines,Azithromycin 500mg,204,LOW,29.14,False,MEDIUM
2025-12-24,Community Clinic South,medicines,Azithromycin 500mg,190,LOW,13.57,False,MEDIUM
2025-12-25,Community Clinic South,medicines,Azithromycin 500mg,173,LOW,10.18,False,MEDIUM
2025-10-28,Community Clinic South,medicines,Insulin 100U/ml,220,LOW,9.57,False,MEDIUM
2025-10-29,Community Clinic South,medicines,Insulin 100U/ml,208,LOW,17.33,False,MEDIUM
2025-10-30,Community Clinic South,medicines,Insulin 100U/ml,193,LOW,12.87,False,MEDIUM
2025-10-31,Community Clinic South,medicines,Insulin 100U/ml,189,LOW,47.25,False,MEDIUM
2025-11-01,Community Clinic South,medicines,Insulin 100U/ml,174,LOW,11.6,False,MEDIUM
2025-11-02,Community Clinic South,medicines,Insulin 100U/ml,153,LOW,7.29,False,MEDIUM
2025-12-18,Community Clinic South,medicines,Insulin 100U/ml,223,LOW,14.87,False,MEDIUM
2025-12-19,Community Clinic South,medicines,Insulin 100U/ml,203,LOW,10.15,False,MEDIUM
2025-12-20,Community Clinic South,medicines,Insulin 100U/ml,182,LOW,8.67,False,MEDIUM
2025-12-21,Community Clinic South,medicines,Insulin 100U/ml,155,LOW,5.74,False,MEDIUM
2025-10-25,Community Clinic South,medicines,Salbutamol Inhaler,173,LOW,5.58,False,MEDIUM
2025-10-26,Community Clinic South,medicines,Salbutamol Inhaler,137,LOW,3.81,False,MEDIUM
2025-11-30,Community Clinic South,medicines,Salbutamol Inhaler,197,LOW,39.4,False,MEDIUM
2025-12-01,Community Clinic South,medicines,Salbutamol Inhaler,177,LOW,8.85,False,MEDIUM
2025-12-02,Community Clinic South,medicines,Salbutamol Inhaler,172,LOW,34.4,False,MEDIUM
2025-12-03,Community Clinic South,medicines,Salbutamol Inhaler,163,LOW,18.11,False,MEDIUM
2025-10-25,Community Clinic South,food,Rice (kg),345,LOW,13.27,False,MEDIUM
2025-10-26,Community Clinic South,food,Rice (kg),330,LOW,22.0,False,MEDIUM
2025-10-27,Community Clinic South,food,Rice (kg),302,LOW,10.79,False,MEDIUM
2025-10-28,Community Clinic South,food,Rice (kg),282,LOW,14.1,False,MEDIUM
2025-10-29,Community Clinic South,food,Rice (kg),262,LOW,13.1,False,MEDIUM
2025-12-08,Community Clinic South,food,Rice (kg),359,LOW,7.64,False,MEDIUM
2025-12-09,Community Clinic South,food,Rice (kg),323,LOW,8.97,False,MEDIUM
2025-12-10,Community Clinic South,food,Rice (kg),288,LOW,8.23,False,MEDIUM
2025-10-14,Community Clinic South,food,Wheat Flour (kg),130,LOW,16.25,False,MEDIUM
2025-10-15,Community Clinic South,food,Wheat Flour (kg),108,LOW,4.91,False,MEDIUM
2025-10-30,Community Clinic South,food,Wheat Flour (kg),95,LOW,2.44,False,MEDIUM
2025-11-14,Community Clinic South,food,Wheat Flour (kg),98,LOW,2.51,False,MEDIUM
2025-11-29,Community Clinic South,food,Wheat Flour (kg),118,LOW,4.72,False,MEDIUM
2025-11-30,Community Clinic South,food,Wheat Flour (kg),92,LOW,3.54,False,MEDIUM
2025-12-15,Community Clinic South,food,Wheat Flour (kg),122,LOW,11.09,False,MEDIUM
2025-12-16,Community Clinic South,food,Wheat Flour (kg),97,LOW,3.88,False,MEDIUM
2025-12-30,Community Clinic South,food,Wheat Flour (kg),111,LOW,3.17,False,MEDIUM
2025-12-31,Community Clinic South,food,Wheat Flour (kg),98,LOW,7.54,False,MEDIUM
2025-10-11,Community Clinic South,food,Lentils (kg),139,LOW,3.48,False,MEDIUM
2025-10-12,Community Clinic South,food,Lentils (kg),129,LOW,12.9,False,MEDIUM
2025-10-13,Community Clinic South,food,Lentils (kg),114,LOW,7.6,False,MEDIUM
2025-10-14,Community Clinic South,food,Lentils (kg),101,LOW,7.77,False,MEDIUM
2025-11-01,Community Clinic South,food,Lentils (kg),113,LOW,3.23,False,MEDIUM
2025-11-15,Community Clinic South,food,Lentils (kg),141,LOW,3.92,False,MEDIUM
2025-11-16,Community Clinic South,food,Lentils (kg),127,LOW,9.07,False,MEDIUM
2025-11-17,Community Clinic South,food,Lentils (kg),113,LOW,8.07,False,MEDIUM
2025-12-05,Community Clinic South,food,Lentils (kg),119,LOW,2.25,False,MEDIUM
2025-12-06,Community Clinic South,food,Lentils (kg),108,LOW,9.82,False,MEDIUM
2025-12-22,Community Clinic South,food,Lentils (kg),128,LOW,8.53,False,MEDIUM
2025-12-23,Community Clinic South,food,Lentils (kg),97,LOW,3.13,False,MEDIUM
2025-10-18,Community Clinic South,food,Cooking Oil (L),224,LOW,6.05,False,MEDIUM
2025-10-19,Community Clinic South,food,Cooking Oil (L),190,LOW,5.59,False,MEDIUM
2025-11-17,Community Clinic South,food,Cooking Oil (L),212,LOW,4.08,False,MEDIUM
2025-11-18,Community Clinic South,food,Cooking Oil (L),202,LOW,20.2,False,MEDIUM
2025-11-19,Community Clinic South,food,Cooking Oil (L),173,LOW,5.97,False,MEDIUM
2025-12-14,Community Clinic South,food,Cooking Oil (L),235,LOW,5.11,False,MEDIUM
2025-12-15,Community Clinic South,food,Cooking Oil (L),223,LOW,18.58,False,MEDIUM
2025-12-16,Community Clinic South,food,Cooking Oil (L),201,LOW,9.14,False,MEDIUM
2025-12-17,Community Clinic South,food,Cooking Oil (L),185,LOW,11.56,False,MEDIUM
2025-10-26,Community Clinic South,food,Sugar (kg),327,LOW,5.36,False,MEDIUM
2025-10-27,Community Clinic South,food,Sugar (kg),287,LOW,7.17,False,MEDIUM
2025-10-28,Community Clinic South,food,Sugar (kg),265,LOW,12.05,False,MEDIUM
2025-12-09,Community Clinic South,food,Sugar (kg),367,LOW,19.32,False,MEDIUM
2025-12-10,Community Clinic South,food,Sugar (kg),304,LOW,4.83,False,MEDIUM
2025-12-11,Community Clinic South,food,Sugar (kg),272,LOW,8.5,False,MEDIUM
2025-10-10,Community Clinic South,food,Salt (kg),87,LOW,1.85,False,MEDIUM
2025-10-21,Community Clinic South,food,Salt (kg),72,LOW,3.6,False,MEDIUM
2025-11-03,Community Clinic South,food,Salt (kg),90,LOW,9.0,False,MEDIUM
2025-11-14,Community Clinic South,food,Salt (kg),76,LOW,1.95,False,MEDIUM
2025-11-26,Community Clinic South,food,Salt (kg),86,LOW,1.95,False,MEDIUM
2025-12-08,Community Clinic South,food,Salt (kg),78,LOW,3.55,False,MEDIUM
2025-12-09,Community Clinic South,food,Salt (kg),66,LOW,5.5,False,MEDIUM
2025-12-19,Community Clinic South,food,Salt (kg),77,LOW,2.26,False,MEDIUM
2025-12-30,Community Clinic South,food,Salt (kg),74,LOW,2.06,False,MEDIUM
2025-10-19,Community Clinic South,food,Milk Powder (kg),231,LOW,5.5,False,MEDIUM
2025-10-20,Community Clinic South,food,Milk Powder (kg),194,LOW,5.24,False,MEDIUM
2025-10-21,Community Clinic South,food,Milk Powder (kg),162,LOW,5.06,False,MEDIUM
2025-11-14,Community Clinic South,food,Milk Powder (kg),198,LOW,4.12,False,MEDIUM
2025-11-15,Community Clinic South,food,Milk Powder (kg),175,LOW,7.61,False,MEDIUM
2025-12-10,Community Clinic South,food,Milk Powder (kg),231,LOW,5.78,False,MEDIUM
2025-12-11,Community Clinic South,food,Milk Powder (kg),215,LOW,13.44,False,MEDIUM
2025-10-22,Community Clinic South,food,Canned Beans,293,LOW,12.74,False,MEDIUM
2025-10-23,Community Clinic South,food,Canned Beans,269,LOW,11.21,False,MEDIUM
2025-10-24,Community Clinic South,food,Canned Beans,222,LOW,4.72,False,MEDIUM
2025-10-25,Community Clinic South,food,Canned Beans,209,LOW,16.08,False,MEDIUM
2025-11-28,Community Clinic South,food,Canned Beans,285,LOW,9.5,False,MEDIUM
2025-11-29,Community Clinic South,food,Canned Beans,271,LOW,19.36,False,MEDIUM
2025-11-30,Community Clinic South,food,Canned Beans,258,LOW,19.85,False,MEDIUM
2025-12-01,Community Clinic South,food,Canned Beans,225,LOW,6.82,False,MEDIUM
2025-12-30,Community Clinic South,food,Canned Beans,283,LOW,10.48,False,MEDIUM
2025-12-31,Community Clinic South,food,Canned Beans,264,LOW,13.89,False,MEDIUM
2026-01-01,Community Clinic South,food,Canned Beans,236,LOW,8.43,False,MEDIUM
2026-01-02,Community Clinic South,food,Canned Beans,210,LOW,8.08,False,MEDIUM
2025-10-17,Community Clinic South,food,Pasta (kg),37,LOW,1.68,False,MEDIUM
2025-10-22,Community Clinic South,food,Pasta (kg),31,LOW,2.82,False,MEDIUM
2025-10-31,Community Clinic South,food,Pasta (kg),33,LOW,0.87,False,MEDIUM
2025-11-05,Community Clinic South,food,Pasta (kg),32,LOW,0.73,False,MEDIUM
2025-11-14,Community Clinic South,food,Pasta (kg),26,LOW,0.72,False,MEDIUM
2025-11-29,Community Clinic South,food,Pasta (kg),35,LOW,4.38,False,MEDIUM
2025-11-30,Community Clinic South,food,Pasta (kg),25,LOW,2.5,False,MEDIUM
2025-10-28,Community Clinic South,food,Baby Food,291,LOW,6.06,False,MEDIUM
2025-10-29,Community Clinic South,food,Baby Food,278,LOW,21.38,False,MEDIUM
2025-10-30,Community Clinic South,food,Baby Food,266,LOW,22.17,False,MEDIUM
2025-10-31,Community Clinic South,food,Baby Food,228,LOW,6.0,False,MEDIUM
2025-12-06,Community Clinic South,food,Baby Food,324,LOW,9.53,False,MEDIUM
2025-12-07,Community Clinic South,food,Baby Food,290,LOW,8.53,False,MEDIUM
2025-12-08,Community Clinic South,food,Baby Food,281,LOW,31.22,False,MEDIUM
2025-12-09,Community Clinic South,food,Baby Food,265,LOW,16.56,False,MEDIUM
2025-12-10,Community Clinic South,food,Baby Food,227,LOW,5.97,False,MEDIUM
2025-10-26,Community Clinic South,supplies,Surgical Masks (box),153,LOW,12.75,False,MEDIUM
2025-10-27,Community Clinic South,supplies,Surgical Masks (box),142,LOW,12.91,False,MEDIUM
2025-10-28,Community Clinic South,supplies,Surgical Masks (box),119,LOW,5.17,False,MEDIUM
2025-10-29,Community Clinic South,supplies,Surgical Masks (box),109,LOW,10.9,False,MEDIUM
2025-12-01,Community Clinic South,supplies,Surgical Masks (box),145,LOW,5.8,False,MEDIUM
2025-12-02,Community Clinic South,supplies,Surgical Masks (box),129,LOW,8.06,False,MEDIUM
2026-01-03,Community Clinic South,supplies,Surgical Masks (box),145,LOW,5.8,False,MEDIUM
2025-10-30,Community Clinic South,supplies,Gloves (box),183,LOW,15.25,False,MEDIUM
2025-10-31,Community Clinic South,supplies,Gloves (box),170,LOW,13.08,False,MEDIUM
2025-11-01,Community Clinic South,supplies,Gloves (box),163,LOW,23.29,False,MEDIUM
2025-11-02,Community Clinic South,supplies,Gloves (box),160,LOW,53.33,False,MEDIUM
2025-11-03,Community Clinic South,supplies,Gloves (box),150,LOW,15.0,False,MEDIUM
2025-12-14,Community Clinic South,supplies,Gloves (box),193,LOW,19.3,False,MEDIUM
2025-12-15,Community Clinic South,supplies,Gloves (box),182,LOW,16.55,False,MEDIUM
2025-12-16,Community Clinic South,supplies,Gloves (box),172,LOW,17.2,False,MEDIUM
2025-12-17,Community Clinic South,supplies,Gloves (box),152,LOW,7.6,False,MEDIUM
2025-12-18,Community Clinic South,supplies,Gloves (box),150,LOW,75.0,False,MEDIUM
2025-12-19,Community Clinic South,supplies,Gloves (box),148,LOW,74.0,False,MEDIUM
2025-12-20,Community Clinic South,supplies,Gloves (box),130,LOW,7.22,False,MEDIUM
2025-10-22,Community Clinic South,supplies,Hand Sanitizer (L),158,LOW,9.88,False,MEDIUM
2025-10-23,Community Clinic South,supplies,Hand Sanitizer (L),154,LOW,38.5,False,MEDIUM
2025-10-24,Community Clinic South,supplies,Hand Sanitizer (L),145,LOW,16.11,False,MEDIUM
2025-10-25,Community Clinic South,supplies,Hand Sanitizer (L),128,LOW,7.53,False,MEDIUM
2025-10-26,Community Clinic South,supplies,Hand Sanitizer (L),122,LOW,20.33,False,MEDIUM
2025-10-27,Community Clinic South,supplies,Hand Sanitizer (L),118,LOW,29.5,False,MEDIUM
2025-12-04,Community Clinic South,supplies,Hand Sanitizer (L),145,LOW,9.06,False,MEDIUM
2025-12-05,Community Clinic South,supplies,Hand Sanitizer (L),141,LOW,35.25,False,MEDIUM
2025-12-06,Community Clinic South,supplies,Hand Sanitizer (L),117,LOW,4.88,False,MEDIUM
2025-10-30,Community Clinic South,supplies,Bandages (pack),176,LOW,8.0,False,MEDIUM
2025-10-31,Community Clinic South,supplies,Bandages (pack),166,LOW,16.6,False,MEDIUM
2025-11-01,Community Clinic South,supplies,Bandages (pack),157,LOW,17.44,False,MEDIUM
2025-11-02,Community Clinic South,supplies,Bandages (pack),136,LOW,6.48,False,MEDIUM
2025-12-18,Community Clinic South,supplies,Bandages (pack),184,LOW,12.27,False,MEDIUM
2025-12-19,Community Clinic South,supplies,Bandages (pack),173,LOW,15.73,False,MEDIUM
2025-12-20,Community Clinic South,supplies,Bandages (pack),154,LOW,8.11,False,MEDIUM
2025-12-21,Community Clinic South,supplies,Bandages (pack),144,LOW,14.4,False,MEDIUM
2025-10-13,Community Clinic South,supplies,Syringes (pack),61,LOW,2.26,False,MEDIUM
2025-11-01,Community Clinic South,supplies,Syringes (pack),64,LOW,5.82,False,MEDIUM
2025-11-02,Community Clinic South,supplies,Syringes (pack),57,LOW,8.14,False,MEDIUM
2025-11-21,Community Clinic South,supplies,Syringes (pack),52,LOW,2.6,False,MEDIUM
2025-12-08,Community Clinic South,supplies,Syringes (pack),65,LOW,3.25,False,MEDIUM
2025-12-22,Community Clinic South,supplies,Syringes (pack),62,LOW,2.58,False,MEDIUM
2025-12-23,Community Clinic South,supplies,Syringes (pack),59,LOW,19.67,False,MEDIUM
2025-11-13,Community Clinic South,supplies,Cotton Swabs (pack),248,LOW,14.59,False,MEDIUM
2025-11-14,Community Clinic South,supplies,Cotton Swabs (pack),238,LOW,23.8,False,MEDIUM
2025-11-15,Community Clinic South,supplies,Cotton Swabs (pack),235,LOW,78.33,False,MEDIUM
2025-11-16,Community Clinic South,supplies,Cotton Swabs (pack),224,LOW,20.36,False,MEDIUM
2025-11-17,Community Clinic South,supplies,Cotton Swabs (pack),220,LOW,55.0,False,MEDIUM
2025-11-18,Community Clinic South,supplies,Cotton Swabs (pack),216,LOW,54.0,False,MEDIUM
2025-11-19,Community Clinic South,supplies,Cotton Swabs (pack),190,LOW,7.31,False,MEDIUM
2025-11-20,Community Clinic South,supplies,Cotton Swabs (pack),181,LOW,20.11,False,MEDIUM
2025-11-05,Community Clinic South,supplies,Thermometers,221,LOW,8.84,False,MEDIUM
2025-11-06,Community Clinic South,supplies,Thermometers,214,LOW,30.57,False,MEDIUM
2025-11-07,Community Clinic South,supplies,Thermometers,190,LOW,7.92,False,MEDIUM
2025-11-08,Community Clinic South,supplies,Thermometers,173,LOW,10.18,False,MEDIUM
2025-11-09,Community Clinic South,supplies,Thermometers,158,LOW,10.53,False,MEDIUM
2025-12-30,Community Clinic South,supplies,Thermometers,221,LOW,15.79,False,MEDIUM
2025-12-31,Community Clinic South,supplies,Thermometers,199,LOW,9.05,False,MEDIUM
2026-01-01,Community Clinic South,supplies,Thermometers,187,LOW,15.58,False,MEDIUM
2026-01-02,Community Clinic South,supplies,Thermometers,159,LOW,5.68,False,MEDIUM
2026-01-03,Community Clinic South,supplies,Thermometers,156,LOW,52.0,False,MEDIUM
2025-11-09,Community Clinic South,supplies,Blood Pressure Monitor,235,LOW,11.75,False,MEDIUM
2025-11-10,Community Clinic South,supplies,Blood Pressure Monitor,226,LOW,25.11,False,MEDIUM
2025-11-11,Community Clinic South,supplies,Blood Pressure Monitor,216,LOW,21.6,False,MEDIUM
2025-11-12,Community Clinic South,supplies,Blood Pressure Monitor,200,LOW,12.5,False,MEDIUM
2025-11-13,Community Clinic South,supplies,Blood Pressure Monitor,177,LOW,7.7,False,MEDIUM
2025-10-26,Community Clinic South,supplies,First Aid Kit,137,LOW,6.85,False,MEDIUM
2025-10-27,Community Clinic South,supplies,First Aid Kit,120,LOW,7.06,False,MEDIUM
2025-10-28,Community Clinic South,supplies,First Aid Kit,106,LOW,7.57,False,MEDIUM
2025-11-29,Community Clinic South,supplies,First Aid Kit,135,LOW,4.66,False,MEDIUM
2025-11-30,Community Clinic South,supplies,First Aid Kit,124,LOW,11.27,False,MEDIUM
2025-12-01,Community Clinic South,supplies,First Aid Kit,119,LOW,23.8,False,MEDIUM
2025-12-02,Community Clinic South,supplies,First Aid Kit,107,LOW,8.92,False,MEDIUM
2026-01-02,Community Clinic South,supplies,First Aid Kit,148,LOW,11.38,False,MEDIUM
2026-01-03,Community Clinic South,supplies,First Aid Kit,124,LOW,5.17,False,MEDIUM
2025-10-10,Community Clinic South,supplies,Disinfectant (L),46,LOW,1.64,False,MEDIUM
2025-10-11,Community Clinic South,supplies,Disinfectant (L),42,LOW,10.5,False,MEDIUM
2025-10-21,Community Clinic South,supplies,Disinfectant (L),39,LOW,3.25,False,MEDIUM
2025-11-03,Community Clinic South,supplies,Disinfectant (L),42,LOW,4.2,False,MEDIUM
2025-11-14,Community Clinic South,supplies,Disinfectant (L),38,LOW,1.9,False,MEDIUM
2025-11-15,Community Clinic South,supplies,Disinfectant (L),34,LOW,8.5,False,MEDIUM
2025-11-26,Community Clinic South,supplies,Disinfectant (L),39,LOW,1.7,False,MEDIUM
2025-12-11,Community Clinic South,supplies,Disinfectant (L),38,LOW,2.92,False,MEDIUM
2025-12-12,Community Clinic South,supplies,Disinfectant (L),34,LOW,8.5,False,MEDIUM
2025-12-24,Community Clinic South,supplies,Disinfectant (L),39,LOW,1.7,False,MEDIUM
2025-11-08,NGO Distribution Center,medicines,Paracetamol 500mg,299,LOW,10.68,False,MEDIUM
2025-11-09,NGO Distribution Center,medicines,Paracetamol 500mg,270,LOW,9.31,False,MEDIUM
2025-11-10,NGO Distribution Center,medicines,Paracetamol 500mg,257,LOW,19.77,False,MEDIUM
2025-11-11,NGO Distribution Center,medicines,Paracetamol 500mg,225,LOW,7.03,False,MEDIUM
2025-11-12,NGO Distribution Center,medicines,Paracetamol 500mg,218,LOW,31.14,False,MEDIUM
2025-11-13,NGO Distribution Center,medicines,Paracetamol 500mg,207,LOW,18.82,False,MEDIUM
2025-10-14,NGO Distribution Center,medicines,Amoxicillin 250mg,89,LOW,9.89,False,MEDIUM
2025-10-31,NGO Distribution Center,medicines,Amoxicillin 250mg,74,LOW,3.08,False,MEDIUM
2025-11-16,NGO Distribution Center,medicines,Amoxicillin 250mg,76,LOW,3.17,False,MEDIUM
2025-12-01,NGO Distribution Center,medicines,Amoxicillin 250mg,92,LOW,18.4,False,MEDIUM
2025-12-02,NGO Distribution Center,medicines,Amoxicillin 250mg,64,LOW,2.29,False,MEDIUM
2025-12-18,NGO Distribution Center,medicines,Amoxicillin 250mg,75,LOW,2.42,False,MEDIUM
2026-01-03,NGO Distribution Center,medicines,Amoxicillin 250mg,82,LOW,2.93,False,MEDIUM
2025-10-19,NGO Distribution Center,medicines,Ibuprofen 400mg,108,LOW,12.0,False,MEDIUM
2025-10-20,NGO Distribution Center,medicines,Ibuprofen 400mg,97,LOW,8.82,False,MEDIUM
2025-11-12,NGO Distribution Center,medicines,Ibuprofen 400mg,105,LOW,3.89,False,MEDIUM
