SKU_ID,SKU_NAME,CATEGORY,ABC_CLASS,SUPPLIER_ID,SUPPLIER_NAME,WAREHOUSE_ID,WAREHOUSE_LOCATION,BATCH_ID,RECEIVED_DATE,LAST_PURCHASE_DATE,EXPIRY_DATE,AUDIT_DATE,STOCK_AGE_DAYS,QUANTITY_ON_HAND,QUANTITY_RESERVED,QUANTITY_COMMITTED,DAMAGED_QTY,RETURNS_QTY,AVG_DAILY_SALES,FORECAST_NEXT_30D,DAYS_OF_INVENTORY,SKU_CHURN_RATE,ORDER_FREQUENCY_PER_MONTH,REORDER_POINT,SAFETY_STOCK,LEAD_TIME_DAYS,UNIT_COST_USD,LAST_PURCHASE_PRICE_USD,TOTAL_INVENTORY_VALUE_USD,SUPPLIER_ONTIME_PCT,FIFO_FEFO,INVENTORY_STATUS,COUNT_VARIANCE,AUDIT_VARIANCE_PCT,DEMAND_FORECAST_ACCURACY_PCT,NOTES,UPLOAD_TIMESTAMP
SKU0557,Personal Product 290,Personal Care,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH1840,2025-08-03,2025-07-08,2027-08-04,2025-08-01,37,162.00,35.00,41.00,0.00,0.00,2227.00,587,727.00,412.00,600.00,37.00,15.00,1,412.00,371.00,66707.00,0.00,FEFO,In Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0558,Personal Product 148,Personal Care,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH1057,2025-08-07,2025-06-29,2027-09-26,2025-09-08,33,159.00,53.00,15.00,0.00,0.00,2250.00,640,707.00,425.00,600.00,172.00,59.00,5,196.00,225.00,31094.00,0.00,FEFO,Low Stock,5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0559,Household Product 279,Household,C,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH4553,2025-05-06,2025-03-30,2027-09-05,2025-07-13,126,81.00,47.00,17.00,2.00,1.00,1495.00,499,542.00,554.00,800.00,53.00,23.00,2,524.00,549.00,42414.00,0.00,FEFO,In Stock,4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0560,Fresh Product 308,Fresh Produce,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH4401,2025-04-22,2025-04-19,2025-04-29,2025-08-22,140,217.00,52.00,64.00,0.00,0.00,3275.00,1,663.00,453.00,400.00,52.00,19.00,1,195.00,217.00,42380.00,0.00,FIFO,Expiring Soon,-2.00,0.00,0.00,Promotional item,2026-01-04T03:05:54Z
SKU0561,Fresh Product 438,Fresh Produce,B,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH6424,2025-04-08,2025-02-09,2025-04-15,2025-09-03,154,789.00,247.00,244.00,3.00,1.00,7236.00,2,1090.00,275.00,2400.00,327.00,110.00,3,160.00,147.00,1.26,0.00,FIFO,Expiring Soon,-3.00,0.00,0.00,High return rate,2026-01-04T03:05:54Z
SKU0562,Dairy Product 146,Dairy,C,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH3906,2025-04-16,2025-03-18,2025-05-10,2025-09-05,146,111.00,20.00,13.00,2.00,1.00,1108.00,374,1002.00,299.00,400.00,72.00,28.00,4,168.00,182.00,18649.00,0.00,FEFO,Expiring Soon,-2.00,0.00,0.00,Promotional item,2026-01-04T03:05:54Z
SKU0563,Seafood Product 460,Seafood,A,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH5797,2025-05-23,2025-04-23,2025-05-27,2025-08-25,109,393.00,79.00,79.00,0.00,1.00,2688.00,867,1462.00,205.00,900.00,41.00,14.00,1,903.00,887.00,3.55,0.00,FIFO,Expiring Soon,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0564,Meat Product 270,Meat,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH1953,2025-07-18,2025-07-12,2025-07-29,2025-07-10,53,192.00,0.00,51.00,0.00,2.00,1902.00,470,1009.00,297.00,900.00,120.00,44.00,4,743.00,770.00,1.43,0.00,FIFO,Expiring Soon,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0565,Pantry Product 404,Pantry,B,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH5254,2025-04-07,2025-03-05,2028-01-15,2025-08-24,155,262.00,56.00,57.00,0.00,0.00,1986.00,485,1319.00,227.00,800.00,96.00,36.00,3,515.00,537.00,1.35,0.00,FEFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0566,Frozen Product 374,Frozen,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH4812,2025-07-25,2025-06-10,2026-06-26,2025-08-16,46,264.00,144.00,50.00,0.00,0.00,3675.00,1,718.00,418.00,1400.00,221.00,74.00,4,744.00,680.00,1.97,0.00,FEFO,In Stock,0.00,0.00,0.00,Seasonal SKU,2026-01-04T03:05:54Z
SKU0567,Frozen Product 408,Frozen,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH7783,2025-04-05,2025-04-03,2026-01-16,2025-07-27,157,97.00,26.00,8.00,0.00,0.00,858.00,286,1131.00,265.00,900.00,94.00,34.00,7,271.00,247.00,26303.00,0.00,FEFO,In Stock,-1.00,-3.00,0.00,,2026-01-04T03:05:54Z
SKU0568,Pantry Product 6,Pantry,A,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH6042,2025-07-06,2025-06-17,2026-11-21,2025-09-09,65,180.00,19.00,14.00,0.00,3.00,1331.00,426,1352.00,222.00,300.00,64.00,24.00,3,1137.00,1100.00,2.05,0.00,FEFO,In Stock,-2.00,0.00,0.00,Promotional item,2026-01-04T03:05:54Z
SKU0569,Seafood Product 371,Seafood,A,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH4178,2025-09-02,2025-08-12,2025-09-07,2025-06-15,7,221.00,39.00,9.00,1.00,1.00,1863.00,623,1186.00,253.00,600.00,89.00,33.00,3,1192.00,1119.00,2.63,0.00,FEFO,Expiring Soon,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0570,Frozen Product 19,Frozen,A,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH8546,2025-08-01,2025-06-05,2026-07-07,2025-07-12,39,370.00,56.00,67.00,2.00,1.00,3002.00,1,1233.00,243.00,1300.00,186.00,66.00,4,687.00,748.00,2.54,0.00,FEFO,In Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0571,Bakery Product 381,Bakery,C,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH6169,2025-06-25,2025-05-21,2025-07-01,2025-08-14,76,123.00,16.00,7.00,2.00,0.00,1009.00,388,1219.00,246.00,1000.00,18.00,8.00,1,220.00,248.00,27019.00,0.00,FIFO,Expiring Soon,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0572,Seafood Product 470,Seafood,B,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH1510,2025-08-02,2025-07-12,2025-08-09,2025-06-21,38,147.00,51.00,11.00,0.00,2.00,2600.00,703,565.00,531.00,1300.00,84.00,32.00,2,878.00,833.00,1.29,0.00,FEFO,Expiring Soon,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0573,Dairy Product 311,Dairy,A,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH6050,2025-04-10,2025-02-24,2025-04-20,2025-06-11,152,809.00,149.00,94.00,3.00,0.00,5585.00,2,1449.00,207.00,2300.00,592.00,201.00,7,354.00,346.00,2.86,0.00,FEFO,Expiring Soon,4.00,0.00,0.00,Fragile,2026-01-04T03:05:54Z
SKU0574,Fresh Product 450,Fresh Produce,C,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH4541,2025-05-17,2025-04-14,2025-05-24,2025-08-18,115,120.00,3.00,3.00,0.00,1.00,795.00,198,1509.00,199.00,500.00,37.00,13.00,3,112.00,123.00,13405.00,0.00,FEFO,Expiring Soon,3.00,0.00,0.00,Seasonal SKU,2026-01-04T03:05:54Z
SKU0575,Beverages Product 468,Beverages,A,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH8907,2025-05-03,2025-03-07,2026-06-23,2025-08-16,129,1.00,61.00,115.00,1.00,1.00,8901.00,2,1682.00,178.00,2800.00,1.87,624.00,14,316.00,324.00,4.73,0.00,FIFO,Low Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0576,Frozen Product 448,Frozen,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH2609,2025-06-18,2025-04-27,2026-01-20,2025-08-14,83,302.00,8.00,60.00,2.00,1.00,4137.00,1,730.00,411.00,1100.00,193.00,69.00,3,112.00,128.00,33827.00,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0577,Frozen Product 366,Frozen,A,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH1721,2025-09-08,2025-07-27,2026-05-25,2025-07-29,1,335.00,81.00,71.00,0.00,0.00,4792.00,1,699.00,429.00,2300.00,512.00,177.00,7,718.00,709.00,2.40,0.00,FIFO,Low Stock,-4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0578,Fresh Product 267,Fresh Produce,B,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH4438,2025-04-15,2025-03-26,2025-04-22,2025-08-16,147,357.00,18.00,58.00,0.00,0.00,4225.00,1,845.00,355.00,1400.00,453.00,157.00,7,240.00,231.00,85719.00,0.00,FIFO,Low Stock,4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0579,Pantry Product 396,Pantry,B,S008,PT Hygienic Supplies,WHJKT,Jakarta - Cengkareng,BATCH3580,2025-07-02,2025-06-15,2027-05-03,2025-09-08,69,147.00,64.00,54.00,1.00,1.00,2859.00,833,514.00,583.00,1200.00,178.00,64.00,4,1279.00,1390.00,1.88,0.00,FIFO,Low Stock,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0580,Pantry Product 53,Pantry,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH6218,2025-06-12,2025-05-26,2029-07-11,2025-06-11,89,72.00,49.00,2.00,0.00,1.00,1645.00,425,438.00,685.00,300.00,54.00,21.00,2,821.00,880.00,59123.00,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0581,Pantry Product 88,Pantry,A,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH9856,2025-04-06,2025-03-09,2028-02-28,2025-08-24,156,364.00,50.00,35.00,2.00,1.00,2103.00,686,1731.00,173.00,800.00,69.00,27.00,2,1081.00,1198.00,3.94,0.00,FIFO,In Stock,1.00,0.00,0.00,Seasonal SKU,2026-01-04T03:05:54Z
SKU0582,Fresh Product 28,Fresh Produce,B,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH8304,2025-06-01,2025-04-23,2025-06-06,2025-08-01,100,483.00,112.00,82.00,5.00,1.00,5108.00,2,946.00,317.00,1600.00,385.00,130.00,5,213.00,216.00,1.03,0.00,FEFO,Expiring Soon,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0583,Dairy Product 389,Dairy,A,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH3159,2025-05-13,2025-05-08,2025-06-07,2025-08-28,119,864.00,152.00,201.00,2.00,2.00,5829.00,2,1482.00,202.00,2300.00,269.00,94.00,3,359.00,372.00,3.10,0.00,FEFO,Expiring Soon,-4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0584,Beverages Product 364,Beverages,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH3354,2025-07-12,2025-05-18,2027-10-13,2025-07-25,59,240.00,71.00,45.00,3.00,1.00,2866.00,868,837.00,358.00,1400.00,93.00,36.00,2,312.00,320.00,74875.00,0.00,FEFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0585,Beverages Product 341,Beverages,C,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH1495,2025-05-16,2025-05-12,2029-02-07,2025-08-26,116,31.00,6.00,5.00,4.00,1.00,985.00,217,315.00,953.00,300.00,52.00,22.00,3,215.00,219.00,6677.00,0.00,FEFO,Low Stock,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0586,Frozen Product 88,Frozen,C,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH3087,2025-04-08,2025-03-07,2026-03-01,2025-07-20,154,10.00,5.00,4.00,1.00,1.00,206.00,47,485.00,618.00,300.00,7.00,5.00,1,109.00,114.00,1089.00,0.00,FIFO,In Stock,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0587,Household Product 167,Household,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH8552,2025-06-24,2025-05-30,2029-06-19,2025-08-10,77,180.00,42.00,18.00,2.00,1.00,1251.00,394,1439.00,208.00,700.00,22.00,9.00,1,247.00,229.00,44411.00,0.00,FEFO,In Stock,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0588,Pantry Product 499,Pantry,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH4411,2025-08-24,2025-07-03,2028-07-21,2025-07-16,16,311.00,31.00,31.00,1.00,0.00,2712.00,648,1147.00,262.00,1200.00,90.00,36.00,2,449.00,446.00,1.40,0.00,FEFO,In Stock,9.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0589,Seafood Product 356,Seafood,B,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH8972,2025-03-24,2025-03-17,2025-03-28,2025-07-30,169,144.00,16.00,18.00,0.00,2.00,898.00,286,1604.00,187.00,400.00,43.00,16.00,3,844.00,859.00,1.22,0.00,FEFO,Expiring Soon,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0590,Household Product 91,Household,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH2781,2025-08-23,2025-07-11,2029-12-30,2025-07-30,17,135.00,40.00,52.00,5.00,0.00,1828.00,410,739.00,406.00,500.00,196.00,68.00,7,593.00,641.00,80120.00,0.00,FEFO,Low Stock,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0591,Beverages Product 47,Beverages,A,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH1003,2025-04-14,2025-02-25,2029-11-06,2025-06-17,148,362.00,110.00,68.00,2.00,0.00,2986.00,843,1212.00,247.00,1200.00,53.00,23.00,1,677.00,708.00,2.45,0.00,FIFO,In Stock,-3.00,0.00,0.00,Temperature controlled,2026-01-04T03:05:54Z
SKU0592,Meat Product 316,Meat,B,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH6187,2025-07-21,2025-07-02,2025-08-01,2025-07-16,50,237.00,41.00,39.00,1.00,1.00,2941.00,979,806.00,372.00,1500.00,447.00,153.00,10,843.00,868.00,2.00,0.00,FEFO,Low Stock,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0593,Personal Product 46,Personal Care,C,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH7622,2025-04-06,2025-02-11,2029-02-14,2025-08-03,156,42.00,30.00,12.00,2.00,1.00,2013.00,444,209.00,1438.00,1000.00,157.00,56.00,5,477.00,443.00,20034.00,0.00,FIFO,Low Stock,0.00,0.00,0.00,Temperature controlled,2026-01-04T03:05:54Z
SKU0594,Personal Product 1,Personal Care,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH1510,2025-08-12,2025-07-28,2028-03-11,2025-06-12,28,46.00,1.00,10.00,0.00,2.00,514.00,158,895.00,335.00,100.00,85.00,34.00,10,1582.00,1436.00,72789.00,0.00,FEFO,Low Stock,-4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0595,Pantry Product 365,Pantry,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH9931,2025-06-04,2025-05-22,2028-11-11,2025-07-11,97,49.00,10.00,8.00,0.00,1.00,421.00,100,1164.00,258.00,300.00,49.00,20.00,7,59.00,58.00,2870.00,0.00,FIFO,Low Stock,2.00,0.00,0.00,Temperature controlled,2026-01-04T03:05:54Z
SKU0596,Bakery Product 474,Bakery,B,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH3056,2025-08-01,2025-07-24,2025-08-05,2025-08-31,39,402.00,40.00,149.00,1.00,0.00,6566.00,2,612.00,490.00,1700.00,203.00,72.00,2,270.00,266.00,1.08,0.00,FIFO,Expiring Soon,4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0597,Dairy Product 454,Dairy,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH3248,2025-08-06,2025-06-26,2025-08-15,2025-07-13,34,65.00,4.00,3.00,1.00,0.00,404.00,145,1609.00,186.00,300.00,32.00,12.00,5,80.00,78.00,5203.00,0.00,FEFO,Expiring Soon,5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0598,Beverages Product 477,Beverages,C,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH9346,2025-07-25,2025-06-28,2029-02-09,2025-07-22,46,84.00,17.00,5.00,0.00,0.00,718.00,216,1170.00,256.00,300.00,39.00,17.00,3,563.00,612.00,47300.00,0.00,FEFO,In Stock,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0599,Dairy Product 310,Dairy,C,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH4878,2025-05-05,2025-03-21,2025-06-04,2025-07-19,127,275.00,39.00,24.00,0.00,1.00,3800.00,1,724.00,415.00,1300.00,403.00,137.00,7,213.00,197.00,58440.00,0.00,FEFO,Low Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0600,Pantry Product 18,Pantry,B,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH7038,2025-05-09,2025-05-02,2030-04-21,2025-06-13,123,93.00,32.00,4.00,3.00,0.00,1758.00,581,529.00,567.00,500.00,269.00,93.00,10,1285.00,1311.00,1.20,0.00,FEFO,Low Stock,-1.00,0.00,0.00,Temperature controlled,2026-01-04T03:05:54Z
SKU0601,Personal Product 385,Personal Care,A,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH9574,2025-04-30,2025-03-05,2026-10-07,2025-08-09,132,375.00,31.00,65.00,0.00,1.00,2336.00,723,1605.00,187.00,900.00,114.00,44.00,3,2132.00,2216.00,8.00,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0602,Beverages Product 492,Beverages,B,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH1864,2025-04-14,2025-02-16,2028-01-13,2025-07-03,148,166.00,17.00,49.00,2.00,1.00,1580.00,428,1051.00,286.00,900.00,73.00,26.00,3,606.00,610.00,1.01,0.00,FEFO,In Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0603,Frozen Product 263,Frozen,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH6782,2025-06-17,2025-04-27,2026-03-31,2025-08-03,84,147.00,59.00,23.00,0.00,1.00,2131.00,808,690.00,435.00,1200.00,134.00,49.00,4,305.00,313.00,44788.00,0.00,FEFO,In Stock,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0604,Beverages Product 306,Beverages,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH8752,2025-07-05,2025-05-29,2026-11-07,2025-06-28,66,414.00,24.00,18.00,1.00,2.00,2996.00,787,1382.00,217.00,700.00,143.00,53.00,3,153.00,141.00,63139.00,0.00,FIFO,In Stock,-3.00,0.00,0.00,Promotional item,2026-01-04T03:05:54Z
SKU0605,Household Product 320,Household,C,S001,PT Segar Makmur,WHSBY,Surabaya - Sidoarjo,BATCH3077,2025-05-08,2025-04-06,2026-10-23,2025-08-05,124,17.00,1.00,4.00,1.00,0.00,215.00,73,791.00,379.00,200.00,7.00,3.00,2,439.00,408.00,7462.00,0.00,FIFO,In Stock,4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0606,Pantry Product 141,Pantry,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH3860,2025-08-12,2025-06-15,2029-12-30,2025-06-17,28,57.00,7.00,13.00,1.00,0.00,598.00,137,953.00,315.00,500.00,13.00,7.00,1,1384.00,1254.00,78894.00,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0607,Household Product 134,Household,C,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH1542,2025-07-25,2025-07-04,2029-07-09,2025-08-22,46,210.00,13.00,53.00,1.00,1.00,1901.00,677,1105.00,272.00,700.00,62.00,24.00,2,83.00,82.00,17533.00,0.00,FIFO,In Stock,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0608,Household Product 429,Household,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH8211,2025-06-03,2025-04-18,2027-10-03,2025-08-14,98,58.00,8.00,23.00,4.00,0.00,1004.00,383,578.00,519.00,400.00,47.00,17.00,3,558.00,590.00,32338.00,0.00,FIFO,In Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0609,Household Product 28,Household,B,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH8602,2025-08-27,2025-08-02,2027-08-05,2025-08-02,13,146.00,38.00,1.00,0.00,0.00,1863.00,628,784.00,383.00,600.00,32.00,13.00,1,1061.00,1108.00,1.55,0.00,FEFO,In Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0610,Personal Product 473,Personal Care,A,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH7390,2025-06-04,2025-05-05,2030-04-03,2025-08-22,97,209.00,35.00,9.00,2.00,0.00,2367.00,650,883.00,340.00,1200.00,110.00,39.00,3,2210.00,2462.00,4.62,0.00,FEFO,In Stock,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0611,Bakery Product 148,Bakery,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH9687,2025-03-20,2025-02-05,2025-03-24,2025-08-28,173,437.00,193.00,157.00,0.00,1.00,5822.00,1,751.00,400.00,2100.00,90.00,32.00,1,200.00,229.00,87413.00,0.00,FIFO,Expiring Soon,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0612,Pantry Product 490,Pantry,A,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH6488,2025-03-27,2025-03-10,2027-10-06,2025-08-28,166,356.00,25.00,15.00,2.00,2.00,2881.00,619,1236.00,243.00,1400.00,45.00,16.00,1,827.00,924.00,2.95,0.00,FEFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0613,Pantry Product 237,Pantry,A,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH6528,2025-07-22,2025-06-09,2029-06-20,2025-07-31,49,189.00,5.00,92.00,0.00,1.00,2468.00,760,766.00,392.00,1200.00,78.00,29.00,2,1389.00,1494.00,2.63,0.00,FIFO,In Stock,-6.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0614,Beverages Product 426,Beverages,A,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH9605,2025-05-27,2025-05-21,2026-12-13,2025-07-27,105,278.00,2.00,19.00,1.00,1.00,2031.00,572,1369.00,219.00,600.00,97.00,36.00,3,770.00,883.00,2.14,0.00,FEFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0615,Meat Product 99,Meat,C,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH1931,2025-04-04,2025-02-03,2025-04-11,2025-06-25,158,50.00,27.00,0.00,0.00,0.00,1364.00,363,367.00,818.00,800.00,106.00,38.00,5,255.00,272.00,12727.00,0.00,FIFO,Low Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0616,Beverages Product 62,Beverages,B,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH4027,2025-08-07,2025-06-11,2028-09-14,2025-06-12,33,190.00,22.00,32.00,0.00,2.00,1272.00,339,1494.00,201.00,500.00,102.00,38.00,5,579.00,612.00,1.10,0.00,FIFO,In Stock,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0617,Meat Product 339,Meat,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH6298,2025-07-01,2025-06-15,2025-07-19,2025-08-31,70,15.00,5.00,3.00,0.00,0.00,331.00,80,453.00,662.00,200.00,13.00,6.00,2,285.00,258.00,4278.00,0.00,FIFO,Expiring Soon,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0618,Fresh Product 199,Fresh Produce,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH3915,2025-07-05,2025-06-07,2025-07-12,2025-07-09,66,426.00,92.00,61.00,1.00,0.00,3660.00,1,1164.00,258.00,1400.00,118.00,45.00,2,182.00,204.00,77532.00,0.00,FIFO,Expiring Soon,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0619,Dairy Product 202,Dairy,C,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH9857,2025-08-13,2025-06-25,2025-08-24,2025-08-13,27,382.00,192.00,89.00,2.00,1.00,5836.00,1,655.00,458.00,2300.00,181.00,64.00,2,150.00,169.00,57445.00,0.00,FEFO,Expiring Soon,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0620,Fresh Product 227,Fresh Produce,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH2153,2025-09-01,2025-07-27,2025-09-05,2025-07-14,8,72.00,22.00,39.00,2.00,1.00,1242.00,389,580.00,518.00,600.00,102.00,40.00,5,80.00,86.00,5767.00,0.00,FEFO,Low Stock,-1.00,0.00,0.00,Fragile,2026-01-04T03:05:54Z
SKU0621,Dairy Product 328,Dairy,B,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH5365,2025-03-23,2025-03-14,2025-04-11,2025-07-21,170,324.00,66.00,52.00,0.00,1.00,5652.00,2,573.00,523.00,2200.00,602.00,206.00,7,366.00,369.00,1.19,0.00,FEFO,Low Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0622,Frozen Product 482,Frozen,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH2148,2025-05-21,2025-04-17,2026-02-28,2025-09-09,111,421.00,135.00,40.00,3.00,1.00,4987.00,1,844.00,355.00,1900.00,227.00,77.00,3,125.00,113.00,52579.00,0.00,FIFO,In Stock,-4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0623,Beverages Product 400,Beverages,A,S008,PT Hygienic Supplies,WHJKT,Jakarta - Cengkareng,BATCH6880,2025-04-17,2025-03-27,2029-04-17,2025-07-20,145,1.00,120.00,168.00,0.00,2.00,8600.00,2,1273.00,236.00,3100.00,1.29,431.00,10,454.00,418.00,4.97,0.00,FEFO,Low Stock,-1.00,0.00,0.00,Seasonal SKU,2026-01-04T03:05:54Z
SKU0624,Bakery Product 437,Bakery,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH4327,2025-05-15,2025-05-04,2025-05-19,2025-07-22,117,39.00,9.00,12.00,2.00,1.00,728.00,243,536.00,560.00,700.00,40.00,18.00,3,111.00,120.00,4322.00,0.00,FIFO,Low Stock,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
